taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,Genome Completeness %,Genome Size   * assembled,Gene Count   * assembled,Scaffold Count   * assembled,Genome Bin Count   * assembled,CRISPR Count   * assembled,GC Count   * assembled,GC   * assembled,Coding Base Count   * assembled,Coding Base Count %   * assembled,Coding Base Count NP ,Coding Base Count NP % ,CDS Count   * assembled,CDS %   * assembled,RNA Count   * assembled,RNA %  * assembled,rRNA Count   * assembled,5S rRNA Count   * assembled,16S rRNA Count   * assembled,18S rRNA Count   * assembled,23S rRNA Count   * assembled,28S rRNA Count   * assembled,tRNA Count   * assembled,Other RNA Count   * assembled,Pseudo Genes Count ,Pseudo Genes % ,Unchar Count ,Unchar % ,Dubious Count,Dubious %,w/ Func Pred Count   * assembled,w/ Func Pred %   * assembled,w/o function prediction  * assembled,w/o function prediction %  * assembled,Orthologs Count,Orthologs %,Paralogs Count,Paralogs %,Obsolete Count ,Obsolete % ,Revised Count ,Revised % ,Fused Count ,Fused % ,Fusion Component Count ,Fusion component % ,COG Count   * assembled,COG %   * assembled,KOG Count ,KOG % ,Pfam Count   * assembled,Pfam %   * assembled,TIGRfam Count   * assembled,TIGRfam %   * assembled,Enzyme Count   * assembled,Enzyme %   * assembled,KEGG Count   * assembled,KEGG %   * assembled,Not KEGG Count   * assembled,Not KEGG %   * assembled,KO Count   * assembled,KO %   * assembled,Not KO Count   * assembled,Not KO %   * assembled,MetaCyc Count   * assembled,MetaCyc %   * assembled,Not MetaCyc Count   * assembled,Not MetaCyc %   * assembled,IMG Term Count ,IMG Term % ,IMG Pathwawy Count ,IMG Pathway % ,IMG Parts List Count ,IMG Parts List % ,MyIMG Annotation Count,MyIMG Annotation %,Signal Peptide Count ,Signal Peptide % ,Transmembrane Count ,Transmembrane % ,Horizontally Transferred Count,Horizontally Transferred %,Genome Property Count ,Genome Property % ,Ortholog Group Count,Paralog Group Count,COG Cluster Count   * assembled,KOG Cluster Count ,Pfam Cluster Count   * assembled,TIGRfam Cluster Count   * assembled,IMG Cluster Count,IMG Cluster %,Chromosomal Cassette Gene Count,Chromosomal Cassette Gene %,Chromosomal Cassette Count,Biosynthetic Cluster Gene Count  * assembled,Biosynthetic Cluster Gene %  * assembled,Biosynthetic Cluster Count  * assembled,InterPro Count ,InterPro % 
2830761193,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Gallionellaceae bacterium DeMMO6_53,Argonne National Laboratory,2830761193,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,unclassified,unclassified,,1765137,2059,345,0,0,1092615,0.62,1622197,91.9,1622197,91.9,2010,97.62,43,2.09,1,0,1,0,0,0,39,3,0,0,6,0.29,0,0,1585,76.98,425,20.64,0,0,0,0,0,0,0,0,0,0,0,0,1617,78.53,0,0,1609,78.14,686,33.32,424,20.59,486,23.6,1524,74.02,869,42.2,1141,55.42,356,17.29,1654,80.33,0,0,0,0,0,0,0,0,130,6.31,386,18.75,557,27.05,0,0,0,0,1127,0,1317,572,0,0,2030,98.59,366,0,0,0,0,0
2828943725,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Desulfovibrionaceae bacterium DeMMO2_17,Argonne National Laboratory,2828943725,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unclassified,unclassified,,3075565,2848,96,0,0,1815198,0.59,2694018,87.59,2694018,87.59,2799,98.28,41,1.44,0,0,0,0,0,0,39,0,0,0,8,0.28,0,0,2080,73.03,719,25.25,0,0,0,0,0,0,0,0,0,0,0,0,2152,75.56,0,0,2190,76.9,874,30.69,635,22.3,654,22.96,2145,75.32,1193,41.89,1606,56.39,545,19.14,2254,79.14,0,0,0,0,0,0,0,0,262,9.2,781,27.42,2303,80.86,0,0,0,0,1339,0,1558,700,0,0,2773,97.37,380,0,0,0,0,0
2830741553,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Pacebacteria bacterium White_creek_40,Argonne National Laboratory,2830741553,Candidatus Pacebacteria,unclassified,unclassified,unclassified,unclassified,unclassified,,363739,484,95,0,0,152005,0.42,336741,92.58,336741,92.58,477,98.55,7,1.45,0,0,0,0,0,0,6,0,0,0,0,0,0,0,264,54.55,213,44.01,0,0,0,0,0,0,0,0,0,0,0,0,265,54.75,0,0,263,54.34,87,17.98,64,13.22,63,13.02,414,85.54,110,22.73,367,75.83,53,10.95,424,87.6,0,0,0,0,0,0,0,0,9,1.86,117,24.17,292,60.33,0,0,0,0,238,0,298,84,0,0,478,98.76,98,0,0,0,0,0
2829027462,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Omnitrophica bacterium DeMMO2_66,Argonne National Laboratory,2829027462,Candidatus Omnitrophica,unclassified,unclassified,unclassified,unclassified,unclassified,,564783,579,28,0,0,238614,0.42,528767,93.62,528767,93.62,557,96.2,21,3.63,2,1,0,0,1,0,18,1,0,0,1,0.17,0,0,488,84.28,69,11.92,0,0,0,0,0,0,0,0,0,0,0,0,503,86.87,0,0,496,85.66,260,44.91,213,36.79,218,37.65,339,58.55,333,57.51,224,38.69,193,33.33,364,62.87,0,0,0,0,0,0,0,0,19,3.28,141,24.35,514,88.77,0,0,0,0,460,0,543,250,0,0,578,99.83,35,0,0,0,0,0
2828993248,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Sulfuritalea sp. DeMMO2_46,Argonne National Laboratory,2828993248,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,unclassified,,3202909,3556,495,0,0,2021411,0.63,2961191,92.45,2961191,92.45,3520,98.99,32,0.9,0,0,0,0,0,0,28,0,0,0,4,0.11,0,0,2738,77,782,21.99,0,0,0,0,0,0,0,0,0,0,0,0,2783,78.26,0,0,2805,78.88,1039,29.22,755,21.23,827,23.26,2693,75.73,1498,42.13,2022,56.86,653,18.36,2867,80.62,0,0,0,0,0,0,0,0,313,8.8,781,21.96,1888,53.09,0,0,0,0,1501,0,1683,782,0,0,3504,98.54,557,0,0,0,0,0
2830621561,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Bacteroidetes bacterium Service_water_48,Argonne National Laboratory,2830621561,Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified,,2319051,2163,76,0,0,929373,0.4,2072995,89.39,2072995,89.39,2135,98.71,27,1.25,1,0,1,0,0,0,22,4,0,0,1,0.05,0,0,1269,58.67,866,40.04,0,0,0,0,0,0,0,0,0,0,0,0,1241,57.37,0,0,1329,61.44,621,28.71,381,17.61,394,18.22,1741,80.49,669,30.93,1466,67.78,325,15.03,1810,83.68,0,0,0,0,0,0,0,0,195,9.02,458,21.17,140,6.47,0,0,0,0,893,0,1102,441,0,0,2118,97.92,217,0,0,0,0,0
2830501427,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Microgenomates bacterium DeMMO3_72,Argonne National Laboratory,2830501427,Candidatus Microgenomates,unclassified,unclassified,unclassified,unclassified,unclassified,,548962,715,103,0,0,234703,0.43,526220,95.86,526220,95.86,685,95.8,29,4.06,0,0,0,0,0,0,28,0,0,0,1,0.14,0,0,482,67.41,203,28.39,0,0,0,0,0,0,0,0,0,0,0,0,503,70.35,0,0,480,67.13,180,25.17,112,15.66,144,20.14,541,75.66,228,31.89,457,63.92,97,13.57,588,82.24,0,0,0,0,0,0,0,0,8,1.12,161,22.52,506,70.77,0,0,0,0,386,0,464,167,0,0,711,99.44,105,0,0,0,0,0
2828983664,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Pacebacteria bacterium DeMMO2_38,Argonne National Laboratory,2828983664,Candidatus Pacebacteria,unclassified,unclassified,unclassified,unclassified,unclassified,,668784,770,121,0,0,305703,0.46,581583,86.96,581583,86.96,740,96.1,29,3.77,3,1,0,0,2,0,25,1,0,0,1,0.13,0,0,448,58.18,292,37.92,0,0,0,0,0,0,0,0,0,0,0,0,460,59.74,0,0,448,58.18,172,22.34,106,13.77,129,16.75,611,79.35,229,29.74,511,66.36,93,12.08,647,84.03,0,0,0,0,0,0,0,0,18,2.34,207,26.88,498,64.68,0,0,0,0,392,0,457,155,0,0,750,97.4,143,0,0,0,0,0
2829431250,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Melioribacteraceae bacterium DeMMO6_29,Argonne National Laboratory,2829431250,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,unclassified,unclassified,,2983240,3043,431,0,0,1045304,0.35,2745259,92.02,2745259,92.02,3019,99.21,22,0.72,0,0,0,0,0,0,20,0,0,0,2,0.07,0,0,2213,72.72,806,26.49,0,0,0,0,0,0,0,0,0,0,0,0,2227,73.18,0,0,2308,75.85,911,29.94,651,21.39,656,21.56,2363,77.65,1125,36.97,1894,62.24,561,18.44,2458,80.78,0,0,0,0,0,0,0,0,220,7.23,780,25.63,763,25.07,0,0,0,0,1376,0,1642,704,0,0,2982,98,480,0,0,0,0,0
2829434294,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Latescibacteria bacterium DeMMO6_31,Argonne National Laboratory,2829434294,Candidatus Latescibacteria,unclassified,unclassified,unclassified,unclassified,unclassified,,2296687,2274,368,0,0,1522486,0.66,2127975,92.65,2127975,92.65,2237,98.37,34,1.5,2,1,0,0,1,0,29,3,0,0,3,0.13,0,0,1555,68.38,682,29.99,0,0,0,0,0,0,0,0,0,0,0,0,1595,70.14,0,0,1671,73.48,620,27.26,414,18.21,419,18.43,1818,79.95,796,35,1441,63.37,364,16.01,1873,82.37,0,0,0,0,0,0,0,0,345,15.17,591,25.99,1857,81.66,0,0,0,0,1048,0,1255,500,0,0,2235,98.28,396,0,0,0,0,0
2829248920,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Nitrospiraceae bacterium DeMMO5_1,Argonne National Laboratory,2829248920,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,unclassified,unclassified,,2619295,2857,47,0,0,1119166,0.43,2432295,92.86,2432295,92.86,2797,97.9,52,1.82,3,1,2,0,0,0,47,2,0,0,8,0.28,0,0,2168,75.88,629,22.02,0,0,0,0,0,0,0,0,0,0,0,0,2226,77.91,0,0,2228,77.98,960,33.6,680,23.8,801,28.04,1996,69.86,1303,45.61,1494,52.29,601,21.04,2196,76.86,0,0,0,0,0,0,0,0,131,4.59,765,26.78,1083,37.91,0,0,0,0,1422,0,1614,818,0,0,2844,99.54,122,0,0,0,0,0
2830644881,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Hylemonella sp. Service_water_57,Argonne National Laboratory,2830644881,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella,unclassified,,1458037,1726,314,0,0,956015,0.66,1340666,91.95,1340666,91.95,1696,98.26,26,1.51,0,0,0,0,0,0,25,0,0,0,4,0.23,0,0,1371,79.43,325,18.83,0,0,0,0,0,0,0,0,0,0,0,0,1395,80.82,0,0,1389,80.48,528,30.59,401,23.23,487,28.22,1209,70.05,783,45.37,913,52.9,345,19.99,1351,78.27,0,0,0,0,0,0,0,0,147,8.52,394,22.83,91,5.27,0,0,0,0,960,0,1115,469,0,0,1701,98.55,331,0,0,0,0,0
2829024164,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Deltaproteobacteria bacterium DeMMO2_64,Argonne National Laboratory,2829024164,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified,unclassified,,1389850,1527,261,0,0,839904,0.6,1274100,91.67,1274100,91.67,1492,97.71,26,1.7,0,0,0,0,0,0,26,0,0,0,9,0.59,0,0,1186,77.67,306,20.04,0,0,0,0,0,0,0,0,0,0,0,0,1194,78.19,0,0,1165,76.29,450,29.47,315,20.63,360,23.58,1132,74.13,572,37.46,920,60.25,286,18.73,1206,78.98,0,0,0,0,0,0,0,0,111,7.27,377,24.69,390,25.54,0,0,0,0,772,0,902,337,0,0,1487,97.38,287,0,0,0,0,0
2830507872,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Methylotenera sp. Service_Water_1,Argonne National Laboratory,2830507872,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,unclassified,,2442352,2414,19,0,0,1074265,0.44,2230614,91.33,2230614,91.33,2368,98.09,41,1.7,0,0,0,0,0,0,39,0,0,0,5,0.21,0,0,1899,78.67,469,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1949,80.74,0,0,2008,83.18,938,38.86,748,30.99,806,33.39,1562,64.71,1396,57.83,972,40.27,652,27.01,1716,71.09,0,0,0,0,0,0,0,0,230,9.53,620,25.68,212,8.78,0,0,0,0,1434,0,1733,842,0,0,2404,99.59,103,0,0,0,0,0
2828916388,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Omnitrophica bacterium DeMMO2_5,Argonne National Laboratory,2828916388,Candidatus Omnitrophica,unclassified,unclassified,unclassified,unclassified,unclassified,,1785209,1669,42,0,0,889271,0.5,1685189,94.4,1685189,94.4,1604,96.11,53,3.18,4,1,1,0,2,0,47,2,0,0,12,0.72,0,0,1318,78.97,286,17.14,0,0,0,0,0,0,0,0,0,0,0,0,1359,81.43,0,0,1347,80.71,667,39.96,509,30.5,540,32.35,1064,63.75,834,49.97,770,46.14,459,27.5,1145,68.6,0,0,0,0,0,0,0,0,128,7.67,458,27.44,1425,85.38,0,0,0,0,1043,0,1205,590,0,0,1657,99.28,82,0,0,0,0,0
2830668968,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Oligoflexia bacterium Service_water_67,Argonne National Laboratory,2830668968,Proteobacteria,Oligoflexia,unclassified,unclassified,unclassified,unclassified,,1306535,1454,229,0,0,572574,0.44,1229083,94.07,1229083,94.07,1431,98.42,22,1.51,3,1,1,0,1,0,18,1,0,0,1,0.07,0,0,926,63.69,505,34.73,0,0,0,0,0,0,0,0,0,0,0,0,943,64.86,0,0,927,63.76,350,24.07,238,16.37,276,18.98,1155,79.44,448,30.81,983,67.61,214,14.72,1217,83.7,0,0,0,0,0,0,0,0,178,12.24,292,20.08,689,47.39,0,0,0,0,690,0,797,302,0,0,1436,98.76,248,0,0,0,0,0
2829417391,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Alicyclobacillaceae bacterium DeMMO6_24,Argonne National Laboratory,2829417391,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,unclassified,unclassified,,2676701,3164,423,0,0,1343737,0.5,2410980,90.07,2410980,90.07,3070,97.03,56,1.77,4,3,1,0,0,0,38,14,0,0,38,1.2,0,0,2406,76.04,664,20.99,0,0,0,0,0,0,0,0,0,0,0,0,2413,76.26,0,0,2452,77.5,986,31.16,722,22.82,798,25.22,2272,71.81,1407,44.47,1663,52.56,638,20.16,2432,76.86,0,0,0,0,0,0,0,0,125,3.95,780,24.65,139,4.39,0,0,0,0,1536,0,1741,835,0,0,3116,98.48,475,0,0,0,0,0
2829439060,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Anaerolineaceae bacterium DeMMO6_33,Argonne National Laboratory,2829439060,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unclassified,unclassified,,3093098,3037,33,0,0,1434064,0.46,2782120,89.95,2782120,89.95,2967,97.7,54,1.78,4,2,1,0,1,0,46,4,0,0,16,0.53,0,0,2158,71.06,809,26.64,0,0,0,0,0,0,0,0,0,0,0,0,2210,72.77,0,0,2286,75.27,751,24.73,648,21.34,661,21.76,2306,75.93,1234,40.63,1733,57.06,571,18.8,2396,78.89,0,0,0,0,0,0,0,0,138,4.54,865,28.48,939,30.92,0,0,0,0,1296,0,1514,602,0,0,2988,98.39,218,0,0,0,0,0
2830726445,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Pacebacteria bacterium White_Creek_22,Argonne National Laboratory,2830726445,Candidatus Pacebacteria,unclassified,unclassified,unclassified,unclassified,unclassified,,788000,823,54,0,0,324649,0.41,681232,86.45,681232,86.45,788,95.75,35,4.25,3,1,1,0,1,0,31,1,0,0,0,0,0,0,473,57.47,315,38.27,0,0,0,0,0,0,0,0,0,0,0,0,482,58.57,0,0,478,58.08,184,22.36,127,15.43,161,19.56,627,76.18,276,33.54,512,62.21,108,13.12,680,82.62,0,0,0,0,0,0,0,0,42,5.1,234,28.43,477,57.96,0,0,0,0,415,0,484,175,0,0,794,96.48,104,0,0,0,0,0
2829004442,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Microgenomates bacterium DeMMO2_52,Argonne National Laboratory,2829004442,Candidatus Microgenomates,unclassified,unclassified,unclassified,unclassified,unclassified,,689154,890,136,0,0,324886,0.47,641049,93.02,641049,93.02,865,97.19,24,2.7,4,1,1,0,2,0,19,1,0,0,1,0.11,0,0,584,65.62,281,31.57,0,0,0,0,0,0,0,0,0,0,0,0,597,67.08,0,0,581,65.28,221,24.83,120,13.48,156,17.53,709,79.66,267,30,598,67.19,103,11.57,762,85.62,0,0,0,0,0,0,0,0,14,1.57,262,29.44,633,71.12,0,0,0,0,472,0,567,207,0,0,870,97.75,138,0,0,0,0,0
2830740227,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Pacebacteria bacterium White_creek_38,Argonne National Laboratory,2830740227,Candidatus Pacebacteria,unclassified,unclassified,unclassified,unclassified,unclassified,,363689,436,89,0,0,145321,0.4,327611,90.08,327611,90.08,427,97.94,9,2.06,0,0,0,0,0,0,9,0,0,0,0,0,0,0,292,66.97,135,30.96,0,0,0,0,0,0,0,0,0,0,0,0,297,68.12,0,0,276,63.3,95,21.79,56,12.84,71,16.28,356,81.65,116,26.61,311,71.33,46,10.55,381,87.39,0,0,0,0,0,0,0,0,9,2.06,142,32.57,283,64.91,0,0,0,0,257,0,311,91,0,0,424,97.25,92,0,0,0,0,0
2830693646,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Chitinophagaceae bacterium White_creek_3,Argonne National Laboratory,2830693646,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,unclassified,unclassified,,3684031,3827,498,0,0,1419561,0.39,3339034,90.64,3339034,90.64,3779,98.75,46,1.2,1,0,1,0,0,0,41,4,0,0,2,0.05,0,0,2246,58.69,1533,40.06,0,0,0,0,0,0,0,0,0,0,0,0,2269,59.29,0,0,2454,64.12,743,19.41,581,15.18,578,15.1,3201,83.64,1013,26.47,2766,72.28,523,13.67,3256,85.08,0,0,0,0,0,0,0,0,603,15.76,792,20.7,766,20.02,0,0,0,0,1331,0,1630,585,0,0,3744,97.83,596,0,0,0,0,0
2830733542,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Polynucleobacter sp. White_creek_31,Argonne National Laboratory,2830733542,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,unclassified,,818893,1042,200,0,0,410489,0.5,768950,93.9,768950,93.9,1031,98.94,11,1.06,0,0,0,0,0,0,9,0,0,0,0,0,0,0,782,75.05,249,23.9,0,0,0,0,0,0,0,0,0,0,0,0,794,76.2,0,0,792,76.01,320,30.71,276,26.49,264,25.34,767,73.61,460,44.15,571,54.8,240,23.03,791,75.91,0,0,0,0,0,0,0,0,58,5.57,204,19.58,42,4.03,0,0,0,0,663,0,771,302,0,0,1035,99.33,204,0,0,0,0,0
2830736632,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Nanopelagicales bacterium White_creek_34,Argonne National Laboratory,2830736632,Actinobacteria,Actinobacteria,Candidatus Nanopelagicales,unclassified,unclassified,unclassified,,514886,630,114,0,0,199417,0.39,488044,94.79,488044,94.79,613,97.3,15,2.38,0,0,0,0,0,0,15,0,0,0,2,0.32,0,0,502,79.68,111,17.62,0,0,0,0,0,0,0,0,0,0,0,0,505,80.16,0,0,513,81.43,231,36.67,172,27.3,188,29.84,425,67.46,288,45.71,325,51.59,153,24.29,460,73.02,0,0,0,0,0,0,0,0,20,3.17,141,22.38,446,70.79,0,0,0,0,452,0,542,226,0,0,621,98.57,116,0,0,0,0,0
2830678728,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Legionella sp. Service_water_73,Argonne National Laboratory,2830678728,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,unclassified,,1847017,1771,225,0,0,716138,0.39,1615735,87.48,1615735,87.48,1755,99.1,13,0.73,0,0,0,0,0,0,10,0,0,0,3,0.17,0,0,1181,66.69,574,32.41,0,0,0,0,0,0,0,0,0,0,0,0,1208,68.21,0,0,1219,68.83,488,27.56,411,23.21,421,23.77,1334,75.32,733,41.39,1022,57.71,361,20.38,1394,78.71,0,0,0,0,0,0,0,0,146,8.24,465,26.26,31,1.75,0,0,0,0,876,0,1051,431,0,0,1685,95.14,323,0,0,0,0,0
2830604426,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Planctomycetaceae bacterium Service_water_38,Argonne National Laboratory,2830604426,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,unclassified,unclassified,,6640358,6458,1351,0,0,3966139,0.6,5843962,88.01,5843962,88.01,6369,98.62,87,1.35,2,0,2,0,0,0,59,26,0,0,2,0.03,0,0,3593,55.64,2776,42.99,0,0,0,0,0,0,0,0,0,0,0,0,3619,56.04,0,0,3931,60.87,957,14.82,729,11.29,708,10.96,5661,87.66,1285,19.9,5084,78.72,625,9.68,5744,88.94,0,0,0,0,0,0,0,0,605,9.37,1372,21.24,1141,17.67,0,0,0,0,1526,0,1738,606,0,0,6044,93.59,1503,0,0,0,0,0
2829137720,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Brocadiae bacterium DeMMO3_45,Argonne National Laboratory,2829137720,Planctomycetes,Candidatus Brocadiae,unclassified,unclassified,unclassified,unclassified,,1295975,1327,284,0,0,680211,0.52,1164747,89.87,1164747,89.87,1297,97.74,29,2.19,2,1,1,0,0,0,26,1,0,0,1,0.08,0,0,971,73.17,326,24.57,0,0,0,0,0,0,0,0,0,0,0,0,984,74.15,0,0,976,73.55,394,29.69,255,19.22,299,22.53,998,75.21,447,33.69,850,64.05,230,17.33,1067,80.41,0,0,0,0,0,0,0,0,63,4.75,384,28.94,798,60.14,0,0,0,0,713,0,874,343,0,0,1269,95.63,294,0,0,0,0,0
2828963126,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Planctomycetes bacterium DeMMO2_28,Argonne National Laboratory,2828963126,Planctomycetes,unclassified,unclassified,unclassified,unclassified,unclassified,,3731543,2852,288,0,0,1924001,0.52,3430455,91.93,3430455,91.93,2812,98.6,40,1.4,1,0,1,0,0,0,26,13,0,0,0,0,0,0,1904,66.76,908,31.84,0,0,0,0,0,0,0,0,0,0,0,0,1921,67.36,0,0,1938,67.95,581,20.37,483,16.94,460,16.13,2352,82.47,799,28.02,2013,70.58,409,14.34,2403,84.26,0,0,0,0,0,0,0,0,240,8.42,835,29.28,1675,58.73,0,0,0,0,1092,0,1272,466,0,0,2801,98.21,402,0,0,0,0,0
2829259873,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Flammeovirgaceae bacterium DeMMO5_4,Argonne National Laboratory,2829259873,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,unclassified,unclassified,,2977789,3084,396,0,0,1416081,0.48,2793084,93.8,2793084,93.8,3046,98.77,33,1.07,2,1,0,0,1,0,29,2,0,0,5,0.16,0,0,2118,68.68,928,30.09,0,0,0,0,0,0,0,0,0,0,0,0,2145,69.55,0,0,2248,72.89,810,26.26,609,19.75,615,19.94,2431,78.83,1062,34.44,1984,64.33,534,17.32,2512,81.45,0,0,0,0,0,0,0,0,325,10.54,715,23.18,680,22.05,0,0,0,0,1343,0,1604,663,0,0,3068,99.48,425,0,0,0,0,0
2829113610,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Anaerolineales bacterium DeMMO3_29,Argonne National Laboratory,2829113610,Chloroflexi,Anaerolineae,Anaerolineales,unclassified,unclassified,unclassified,,3179592,2895,64,0,0,1767583,0.56,2914173,91.65,2914173,91.65,2848,98.38,28,0.97,0,0,0,0,0,0,24,0,0,0,19,0.66,0,0,2204,76.13,644,22.25,0,0,0,0,0,0,0,0,0,0,0,0,2245,77.55,0,0,2337,80.73,758,26.18,682,23.56,700,24.18,2148,74.2,1221,42.18,1627,56.2,585,20.21,2263,78.17,0,0,0,0,0,0,0,0,132,4.56,902,31.16,1140,39.38,0,0,0,0,1269,0,1492,610,0,0,2874,99.27,197,0,0,0,0,0
2829510535,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Microgenomates bacterium DeMMO6_63,Argonne National Laboratory,2829510535,Candidatus Microgenomates,unclassified,unclassified,unclassified,unclassified,unclassified,,658693,760,17,0,0,225632,0.34,624635,94.83,624635,94.83,728,95.79,31,4.08,3,1,1,0,1,0,26,2,0,0,1,0.13,0,0,495,65.13,233,30.66,0,0,0,0,0,0,0,0,0,0,0,0,504,66.32,0,0,501,65.92,204,26.84,112,14.74,156,20.53,572,75.26,261,34.34,467,61.45,101,13.29,627,82.5,0,0,0,0,0,0,0,0,12,1.58,274,36.05,549,72.24,0,0,0,0,411,0,510,192,0,0,759,99.87,32,0,0,0,0,0
2829139048,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Pacebacteria bacterium DeMMO3_46,Argonne National Laboratory,2829139048,Candidatus Pacebacteria,unclassified,unclassified,unclassified,unclassified,unclassified,,909648,989,91,0,0,337229,0.37,839233,92.26,839233,92.26,945,95.55,43,4.35,3,1,1,0,1,0,39,1,0,0,1,0.1,0,0,652,65.93,293,29.63,0,0,0,0,0,0,0,0,0,0,0,0,667,67.44,0,0,657,66.43,293,29.63,155,15.67,198,20.02,747,75.53,330,33.37,615,62.18,138,13.95,807,81.6,0,0,0,0,0,0,0,0,20,2.02,279,28.21,710,71.79,0,0,0,0,550,0,672,270,0,0,975,98.58,120,0,0,0,0,0
2830655670,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Planctomycetaceae bacterium Service_water_62,Argonne National Laboratory,2830655670,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,unclassified,unclassified,,3051196,3144,722,0,0,1582816,0.52,2669337,87.48,2669337,87.48,3112,98.98,32,1.02,1,0,1,0,0,0,28,3,0,0,0,0,0,0,1672,53.18,1440,45.8,0,0,0,0,0,0,0,0,0,0,0,0,1674,53.24,0,0,1779,56.58,513,16.32,358,11.39,362,11.51,2750,87.47,637,20.26,2475,78.72,301,9.57,2811,89.41,0,0,0,0,0,0,0,0,175,5.57,742,23.6,447,14.22,0,0,0,0,1006,0,1226,397,0,0,2906,92.43,766,0,0,0,0,0
2829415748,Bacteria,Permanent Draft,DeMMO Terrestrial Subsurface Metagenomes,Omnitrophica bacterium DeMMO6_23,Argonne National Laboratory,2829415748,Candidatus Omnitrophica,unclassified,unclassified,unclassified,unclassified,unclassified,,1521626,1642,12,0,0,623336,0.41,1437387,94.46,1437387,94.46,1581,96.29,54,3.29,4,1,1,0,2,0,47,3,0,0,7,0.43,0,0,1272,77.47,309,18.82,0,0,0,0,0,0,0,0,0,0,0,0,1300,79.17,0,0,1318,80.27,642,39.1,460,28.01,493,30.02,1088,66.26,777,47.32,804,48.96,419,25.52,1162,70.77,0,0,0,0,0,0,0,0,63,3.84,450,27.41,1339,81.55,0,0,0,0,969,0,1145,565,0,0,1637,99.7,56,0,0,0,0,0
